id,natoms,value_per_atom,value
PN_KPQBUCDUOGNGOMZVHUIUVH24GXO2A3WR,4,0.51426487,2.05705948
PN_LI5J7CLXI62DHRELYWKAQGRFWDF7HE2Z,6,0.396117707,2.37670624
PN_M3WUEKBTANIDTCBPBNWXMSWHVZJY4SD5,4,0.19456969,0.778278761
PN_DDEKHYTTKVDMWGFQCMKKH3W53YO3VYGD,2,1.28024347,2.560486939
PN_XBGKAJCPK32N5BLGNTM42AAKAF2B4KQN,16,-0.828042766,-13.24868426
PN_3U5RB57WME4SU4HCVHU657UAN3EPBDNW,24,-0.529446957,-12.70672697
PN_S3KBAWCJIBFXHPNIR64QLGX3JUQMKZSM,6,0.051064171,0.306385027
PN_HIKCJLW6ZDEK5WFD4ONCJWXZZ7JV7M6D,8,0.076394836,0.611158687
PN_BK5KEF4ZVNL7RC4EJXXPAT4VJM6EZUXP,2,1.602045834,3.204091668
PN_QGDCJN7FBH7OQJYHX6V7ZNT3QKQF4J5G,6,-0.44923465,-2.6954079
PN_TJQEMXAKZSKEO4J34BDEQXJNNKF6FXO4,4,0.854372995,3.417491981
PN_LDOW44CPIP3U46WLCUB4IK63WC4YUPXZ,2,1.427393409,2.854786818
PN_66WUMBWND5OBTZ2262FRPRGQL6M2UAIP,4,0.082821534,0.331286135
PN_45OHWVYZNOMVBGUOFZ6KOEE35OFN247T,16,0.324955199,5.199283187
PN_3UMF7UC7DEYHY2DX73PO2JFG7SEXKW3L,12,-0.112285884,-1.347430614
PN_KQ4QNAS3EPIJZ3CWLPCMUBAU7FW5XOOQ,9,-0.142775894,-1.284983047
PN_6GBIIHST7AD4XDUAAPA6QA3XB3TITMAB,8,0.25661767,2.052941361
PN_374MEELQG63DVWG5K2AYWG2BLLZGAJQZ,8,0.042315251,0.338522004
PN_WFXT6RHBGTV2OVBAEE7BE7BXXMQP7FLM,4,1.461589642,5.846358569
PN_7FMPHS727OV3LOW737VO4OJF5CMFUEHM,2,0.118355799,0.236711597
PN_7ELJMFDFWVA5MHWY52VPMMSRQAAYNKFT,3,0.042662675,0.127988026
PN_EG4UUFCFVKAIONIOSX2YVI54DD4UFIMM,3,-0.022444605,-0.067333816
PN_D376AO2CX6IXJ3SKBP4NXKMAPPXF3MPK,16,0.140758954,2.252143258
PN_XES4J3MQM74GOCJUBZM5STY6HUV7HYIG,9,0.341221131,3.07099018
PN_WQKXWKCULEVHYEQG2YXNEGPORLFJXMC4,2,0.120243562,0.240487124
PN_LNXMFN5BFOT4Q7MJTFUVIJJADIGVF47E,6,0.188813268,1.13287961
PN_ZWZDYBWXAWGMPUPETAMWEYTHKJGFDUEV,4,-0.466842815,-1.867371261
PN_YFE456Y5JCAQZA2OLCK26BTUIBSVC6IN,2,0.128725969,0.257451938
PN_2IUEAFSH5NPAXBUG3Z2EIUA3KVOXCOMQ,4,0.286486838,1.145947353
PN_QUPVKK4DP6J3KKTAFWNXVLMUOR3LRQLM,4,0.368845167,1.475380667
PN_EUCZLBNTXSPNXEQONAWX6AOYNNN6UU3S,3,-0.255366871,-0.766100613
PN_JY5F66ACVNYBSFEM2P43LNMZJAZ2UTZ6,4,-0.558938087,-2.235752349
PN_LGP4E32LEIP2UBWSFVVJ4WZNSUZA3RGZ,4,0.557501379,2.230005517
PN_R5L3AQLOH2UUYDSSGI4327HSJKETARHI,2,0.088684711,0.177369422
PN_EFUL47EZKICUJ4QEB5UUNKSEQH36JSQT,5,0.668494766,3.342473831
PN_52AK36OFP5ILOS753LRXTAJUL2XZMYMH,12,0.196095752,2.353149022
PN_MGZZ5XHSG5SOBXDWSFGTZ7SLLKUMDZ6J,2,-0.021063577,-0.042127153
PN_HDWUSO4E4P7XAJ2ZNKHSCBEFTK7MVF6F,3,0.026935742,0.080807225
PN_PKKSOMI2NJT5F75T23VIXMZNBFO4IPOW,4,0.518558351,2.074233406
PN_LUGDBCKG3PCBNJCJ5VJNEEADLJVMH2LS,4,0.245513247,0.982052987
PN_V4YEMOY4TYMRSMLEQX2X5N5PODWZZ4CL,20,0.730118506,14.60237013
PN_E43LOUWYVK4CZLE566DRS23A5YOPXX77,8,0.052600937,0.420807496
PN_IOEB43TT652BD2YPWDZP3OTSHUAGPQC7,6,-0.195245604,-1.171473625
PN_MZS5LBG53GSQM7WKLEO6V2KJ4ZRJEUEN,6,-0.340173944,-2.041043663
PN_EMGDUJ62GRKYDWDJS2ET6VHMYUPH6OE7,6,0.694440627,4.166643761
PN_GNUOGAQKOXOLGMHWFW2EVMPTSGHXGS44,3,-0.171037289,-0.513111866
PN_OUBLX5ZDAB5CSO4SXVICBTQGDSHRVTC4,6,0.4517394,2.710436402
PN_Z44ZXPNPFPMHBUB5KLIPA2SPPHYK63HU,3,-0.08429838,-0.25289514
PN_VWW7LPG7H277CR5KCIAJOKPDRGWPIMW4,2,0.44447961,0.888959221
PN_CVSIFNJLBUCMGHXKPBXXKI5LTOUABHNK,24,-0.205447422,-4.930738126
PN_DQA5YKPQSHFMX4UERKYQN5OU6EX5BKPU,29,-0.174964172,-5.073961001
PN_QNOJIWRCAUNXTMTUVRIM43MJUP4EQ75C,5,0.059436777,0.297183883
PN_OGD4IN3JOYX5O2QV3C5ZAIA355IF5GSS,6,0.010720633,0.064323799
PN_YFMKMSU6TQRNUPJ52EVIDAUY6DPXMGP4,4,-0.481197048,-1.924788192
PN_C4TF76SKH6NVDNXDQXHAWNIQN3HLGS35,4,-0.438731076,-1.754924303
PN_L3772PWXT5RVFX66VGOHPJWFSJFRG6HP,2,0.447726639,0.895453279
PN_2PK7HI2VDDAJKF5O27L7VQSET2CXUYJC,3,0.326659788,0.979979364
PN_U2K4JEZM3A5UY2AMBMA3SXIXPHXCBDE7,5,0.224980428,1.124902142
PN_MKRGNK66CHVFN3LWA3QPXYZMEXZPN3RV,52,-0.217491267,-11.30954586
PN_WLNCOWAITMUR6LJSGUVFZHINLMHBA43D,12,0.078294093,0.939529113
PN_TLQH2HJFSPQUK3LWQ5EE2P2BU5JPXFXI,4,0.515732921,2.062931682
PN_PWZJ3SNYYYJPROGKDLLSZU7I4AERBV5C,4,-0.778370663,-3.113482652
PN_GXKOOXPKPRK3Q6WPD2ENMULYZUBC6RYN,8,0.390376779,3.123014231
PN_JOGOUWNNQAPCVRQT2GLITAAOGJB6PVHP,4,-0.143095179,-0.572380717
PN_2TZSYQRYOWCFPPSVGE7U6FHHTAOIXTJ3,4,0.208690818,0.834763273
PN_DKL5W73HAWMEVA64JVI47S5CVI3UBDTY,4,-0.088801847,-0.355207387
PN_2DHPP5DSDAZ3GM5UWVQXYJ3Q6WIKS25Y,3,0.657626575,1.972879725
PN_WDOV4KCOXA5MNEEKKJZCKCTLD4YNHZ7C,5,-0.042324829,-0.211624144
PN_DROYA75QXHY7CVA4MDCXIIRTK5HSSTSO,4,0.008184256,0.032737025
PN_TSUBVSVAB6CS5H3CILXT4AQXHUV7E55Q,6,1.243786269,7.462717613
PN_KWRN53IBKFU6E26SH244CXDFNWTJOUXQ,4,0.380609712,1.522438848
PN_AECE2QJAMVHY72JQZCJ7VLJVE77C6K5W,4,0.253312564,1.013250256
PN_J7GR4S2DZ3OKT3NLKQABG7O7IC4DJEZF,3,0.025180914,0.075542741
PN_6R6YDGCQRHG645I2FZARBTELDK232RGG,6,-0.259117701,-1.554706206
PN_K67OJBCNBR2MJJWCDNVOY572V75UPAUK,3,0.0116156,0.034846801
PN_PKXZIZGRAC26PBRVU4LHQWTU4UBWHXVU,4,3.640004447,14.56001779
PN_YRD52ZY677HFO3YD4FKYFTSNNRUPDESL,24,0.022978526,0.551484614
PN_ZJIZLJ7POKMY42X5IOVLJJD33SIAHEBX,6,-0.078771153,-0.47262692
PN_Y5BA45RWZYTEPP7PLCG7AUHJ3RSYZ7GR,9,0.005633813,0.050704318
PN_FHWHYWEVSNWFB7ESZDDAU7H47DOGVZXP,6,0.05452372,0.327142319
PN_FB3OPCZO5RVLUHSY6HMKTHEGSVVHPMSQ,4,-0.062803502,-0.251214008
PN_RHZMLGC3PDX7S7LVRAJZNEJAUNCJGLRR,6,0.664715944,3.988295664
PN_S3FZVQPBTVKYIM6BVF4RJTBE76ZPYGM5,2,1.177855592,2.355711184
PN_IFM6DU37OU47XBKHD46B3NAP2ZIXBW6M,4,0.170469605,0.681878419
PN_B2N36T6G44JV7OTBBWKQKLQZLIDXV6RO,2,0.452675607,0.905351215
PN_HI3OD2J5QLSL3NLVARPS34LVVU2ANRFT,8,0.159128765,1.273030122
PN_O2NPBWWMFIPODYLB45UWX4EXDM4C46QC,6,0.821063316,4.926379895
PN_2AMXMMWC2IM5FBE5JHGZ6TUJQ474XJ2R,4,0.026845736,0.107382946
PN_JEPIK4TP7AV3JX5CCEG2FLACXV5DWJ3E,6,0.013288057,0.079728341
PN_5L3EMT4YX64ZR6HKUWDZPHHVYWULXNS2,4,0.007682049,0.030728197
PN_6UZWCVXKDF2KJPUZF4NHST6GQW5G6IMM,3,-0.089881443,-0.26964433
PN_VWPBGZ4WF7VZRATNHTZTEPVM2JLIJMMJ,4,-0.219258404,-0.877033618
PN_OTUYSVA3BGQGOESUK246SUJAPYM2OVLN,3,0.202433328,0.607299983
PN_NC7DRGS42ZOGYPZM6BBRE6JMWJ3ZAOCC,4,3.654468052,14.61787221
PN_N3J4TTVIHBZLD6ZYPDNVAXYRLUGUZUFC,16,-0.462551356,-7.400821691
PN_5PGGZXHNRUP6Y4CAQRVF76BNPCIZ6D6I,24,0.297828689,7.147888543
PN_CMAEOXRKOV3ZV2VMQLRSRW73FATBRHHR,4,0.06231507,0.24926028
PN_MXFI4JSHJG52OUKV4QVQ47CPYEAENZGJ,2,-1.890507126,-3.781014252
PN_MZ2DPGC7DD7DVLTQU4XAOT4DSYZX56ET,4,0.833784354,3.335137414
PN_PDZ7S555WOKSV5EQ7RDEOTOXRV75LIDD,4,0.539850709,2.159402837
PN_A4XZFTPKY3S3RE6WBHYRPFQD7IHAB7RQ,6,0.371096821,2.226580928
PN_SSWP2DXRTKMJCPM76IZYHQJSSFLERYN4,5,0.229623078,1.148115388
PN_LVJ3PFBBGJ6H6G6PEZBLW5GVDTNZ2XUG,4,1.098973336,4.395893344
PN_Q2WCGDIY7T4LQLTUEQ5LITS2EMHEESAG,8,-0.140544579,-1.124356629
PN_QK2X3LWFWH44RQNXTSOR4QJYBUOOXTZN,6,0.182255272,1.093531635
PN_SCMLNC6XGUEVQKWVXYUW6HZ3ZD3I2VK2,4,-0.557554541,-2.230218164
PN_GTO64NQQ2TMPC727N2BKVCVA5BXHYHX7,3,0.012861512,0.038584537
PN_UC5N3ITMUIIW3QUGKP5NEXI7AGIGJZ33,6,0.060005833,0.360034996
PN_EEWJ22R7J52X4BMRUQG3S265RBAYERZC,4,0.061103996,0.244415983
PN_XRHOBRGX6IKBCWTUYIJ65ML7SKUPMCKO,8,-0.029056817,-0.232454532
PN_IFRTOCLE6A5MOPXSA75VY4VXDN5FDQEY,4,2.35015678,9.40062712
PN_2UF3ZCJDDU27227CJEC7Z4YXW2MDY7TR,2,0.841873072,1.683746145
PN_KDA6GMGKWM5K5T7IIVIXJHB5LETZZAXI,4,0.03625698,0.145027919
PN_KFXBWEDNYXXYOBWLPTFCJ7JQSDDNHR3U,3,-0.069990718,-0.209972154
PN_DLNM42FTSUPDLO2RKUYAZ5O6VJDIT3FN,4,0.046484137,0.185936546
PN_TM4EEMT6TRPJ76ITN7BMQKJRZP6FVYIT,4,0.391278674,1.565114697
PN_CLVGLEAN62D7QWDWVZ5XYK4PM2P6ZLT7,6,-0.183524042,-1.101144254
PN_2HMXC5OCO7BMRPBMTPL7QMUXT4GO3GBK,3,0.335438792,1.006316376
PN_5CJZGFNEQJLHXJYDGQDNKZB6MSRSUCIJ,4,0.339459106,1.357836422
PN_RIBGE6U6ZSVKK45UAS4HYBDZLLOKATH2,5,1.430692484,7.153462421
PN_5WJIFD4OSMB3BSLDKVLOQSWWPHACKMYP,4,-1.296839714,-5.187358856
PN_PRA6TWIRTEZKDTLDVKM5TSCLBTRE24LG,4,0.197974553,0.791898212
PN_LCU7WTTMM3VVQFBM36EHX45AALUJGZI7,8,-0.016892299,-0.135138388
PN_XNCI6YC3PSRSE74RAVOXO45RGCHOH6TR,4,-0.596043513,-2.384174052
PN_X7D6RLMROJIHTK63BO6CZMF6P26E2UPG,3,0.850949436,2.552848308
PN_X7KDVCLRFSKMEXWHU73LV7AVZKFWJPIY,4,0.092036642,0.368146569
PN_QI56M7JALJXF2WN6723OSLQSAFHTZZXX,4,-0.092956236,-0.371824944
PN_GISPKKSTARYVMEJLXO3HRS4SSAWGPAHJ,6,0.418559666,2.511357995
PN_TEI63272WLGQCM5HATRV2XP3S3E3SIPC,4,0.051991272,0.207965086
PN_7HYG2EUXCITQJA6X2B7ASFUMYPOYSDJS,4,-0.157871309,-0.631485236
PN_DY6L3G73N7SFI4CBIW4QZMLMT6BXGB2U,4,0.162879689,0.651518756
PN_MOAPSPDBLBVYB7T5JKBBRQAESUN75E3T,8,-0.033927181,-0.271417447
PN_HPYMNRJZA6SGMB4NTWPDFCH64GOFGXEW,3,-0.19949232,-0.598476959
PN_FAXWYBWCTJB4HFHFXBVFWJVORI3CMIGE,8,-0.188647822,-1.509182575
PN_27INN4ONATTCCELM53VU22JWUIFZDYZH,4,-0.192000146,-0.768000582
PN_3OD7IKXZQ2JGM2BP3643UF33M5FB6OUV,4,0.101958061,0.407832245
PN_KUP6DHINN7NHTI6DN4IHLQNECK52ITZJ,8,0.199577492,1.596619932
PN_Y5L7NNI3UASHU4M5BANA5LHLNWGSVO4K,4,0.342350895,1.369403582
PN_GKRMSTR2I3QV6S3VK6LZN276RWTA42T7,6,-0.173484756,-1.040908536
PN_MTOFKKH2PLXEZH7RCSIPFXQGPBI75DN7,2,0.154754881,0.309509763
PN_3FX6RGJ4QVPWAH4JAXWPC26GHSWJWTIV,6,-0.170010029,-1.020060176
PN_UKQKTJERHCPUP36PCIHGVULVYQ6XTOYE,2,1.56645733,3.13291466
PN_CFJAO5PJ4V65E6JTDVROB75NMIYVMT2L,6,0.127844378,0.767066269
PN_P7U4VQLTQV54V7534UOQFKYEXGVCFCAN,12,0.743281918,8.91938301
PN_3PUZFJ745AOYR3T466YFF6PJUEZ3CPYM,6,0.032735693,0.196414158
PN_MC66U6L2P55QMDOUCLKIZBBURLEVZ6J6,2,0.351235664,0.702471328
PN_5IHJKNR5IGYQE4ODC52FQM7NNZFXOTLG,4,0.288540998,1.154163994
PN_5KM6GYRF5T5LQIMIJONK4UHDXMZDJDGP,21,-0.675481223,-14.18510568
PN_C7SPCOR43QCRKM7NMEDA3T5VJVSXGPOI,8,-0.120431354,-0.963450834
PN_QT6TH55AFHWG7FHE7V7LNUX6UAQBTHOS,5,0.633832374,3.169161871
PN_W73ATJ7HWOWR6WF2YC3V5VXOFJK2STOD,4,-0.055940227,-0.223760909
PN_OUAPWUIXQOJQUJNNYWVOHE23JQPNTU6O,2,1.659286756,3.318573512
PN_GKITTOA2C5XYXXRAS6NQAIJXSWKEUT2Q,4,-0.314894706,-1.259578824
PN_EN6C4JGZZTYOSXESTVA6SL43MB37RKEU,12,0.011499521,0.137994253
PN_E6W7TQZULAWW6QCIP6NMKWDKLP5ROKSH,2,0.050673214,0.101346428
PN_Z2LOBJYJKPFU3FCOMJPGWP7UTL44KSSP,4,-0.148279925,-0.593119698
PN_QIK4W6LUPUVJKCIS3IXS3D54GAJ7J2QW,16,0.058969952,0.94351923
PN_G2HZXZWFYNZT26M7VRNNEHH64IOGGEJP,12,0.246008724,2.95210469
PN_YUMED36R7Y6FYEW5XRS2763THY3OQSVV,8,0.278215754,2.225726036
PN_6ERPCJZORR7ZFL7KWLCFWSZXSXQJZPWM,8,0.305104841,2.440838729
PN_IOD4Y5B4U2OBXZWH47O3IWS4BLSS4UCG,4,-0.133041429,-0.532165714
PN_SIVFG5YPJTU5A6NVL6DSU5J2ZXZUUHCP,4,0.176430831,0.705723324
PN_O4D5TMU3DLQ4NPAEQRFK32VQJNJCFNZT,4,-0.078133313,-0.31253325
PN_HZ356XAX5OQKRSZGPSTOFB6DD2VAEGIZ,2,0.090326709,0.180653418
PN_NQQA27YHBIOWYFQ74E4JXCRWBPEU5AQJ,24,0.341208583,8.189005985
PN_GJCXSAF3NGUL6CN4TXL6TGDCSGSLR3JJ,3,0.129418522,0.388255566
PN_4MS523JIFVYDBB5HVJ635BLWVFWYUH6T,4,-0.022907899,-0.091631597
PN_RD3G44GEIZ33OUIXU7GP7OKCVJWXYRY5,3,-0.298878951,-0.896636854
PN_36H6IVGQ7SXGUYVVTEVD3JTG3G6ZZQ66,8,-1.669242551,-13.35394041
PN_BQCEJA5KYY6PTYGHKVLPIEFIJG5APAPH,4,-0.604258183,-2.417032732
PN_EMOILZOLE43YVF45VFSEDHIGQJ7XSY6P,3,-0.199229187,-0.597687562
PN_5AZRPF23RDFECFZGX5GQV5SVFMABD5TG,4,0.693393496,2.773573984
PN_AX3XKRS3GNUSYD5VEHGQUXVDY5K4OPYF,2,-0.465539037,-0.931078075
PN_7R266GPQKAEP2PGF7EUV2FTQPSSVUIPN,4,-0.159069106,-0.636276422
PN_UWASLTEVKLIWU4JMCZVN2TILNCF2YT3U,6,0.147449638,0.88469783
PN_WAAGFGEQYHIKTDTLLU3CPXQ2332NV7CY,6,0.563056384,3.378338302
PN_OMIHELJ7XQITMULV2SPX5P4FXDITW7OB,4,-0.177278953,-0.709115814
PN_Q77RYBL4TAKZN2I76UVZD3PP4FN3RDMC,10,0.676190721,6.761907206
PN_IF67XXBFRQBWVJXJIHQICGKWZQR4FG2Z,4,0.409336909,1.637347635
PN_SCKS2LBLUHR46QVJV7OTWWEAPTMGUCJF,8,-0.074212044,-0.593696353
PN_SDCERTB6GMAUUUFRXSBGJ5HGFGWUMHRJ,8,-0.391682184,-3.133457473
PN_KCMASSMEYXONDRIBNK5X6MYQK4DAQQG5,4,0.340879044,1.363516176
PN_OFUW7DUK2IAGINBF4P67SIOHJYDSBTYK,4,0.118258053,0.473032213
PN_656TEHCHQIHNJJQAPRWF72QRIFITHKB4,3,-0.354455439,-1.063366317
PN_RT4VPZMQJER4MLKHAMH7PB7ECSFLY5PC,16,0.270143346,4.32229353
PN_MQ3MJNPOBZ5LSBXOB63YTGDH6626Z4HU,2,-0.894400854,-1.788801707
PN_QDMDHJPRVWDQZH35UDQO4DXXV22SXUMD,2,0.535876606,1.071753212
PN_CYT7WXSVKBWT2HI46HRYZFSNFCEJMIS6,8,-0.105718355,-0.845746837
PN_AH6KETKNE5G5XRZFFDKZULTASKGBKPJF,2,-0.167461948,-0.334923896
PN_QVSI6Q4QAIHS654HYDWESNSP3JXQLG3I,6,0.211344494,1.268066962
PN_NS74UUHWUA4IE6JHRONWCITQ2U5AG7UV,2,-1.324668048,-2.649336097
PN_7LR77WKFOLGT2USA5Q4F2OJMU5DL54EP,6,-0.222636443,-1.33581866
PN_Y52EQWOLCUWW4BHWIAYWWYVFPKP5TBMY,8,-0.197014965,-1.57611972
PN_KUDOUFOW5TN6B6FFKYWYBZL5D3VVMRA6,6,-0.13008241,-0.780494462
PN_SMQEAIJ6PHLFX6S4NHJA33SF5A6X5AZF,6,0.438326157,2.629956943
PN_6T4UNH7UQXI6TR7KWQ2XH5BNVPRJHMLQ,24,-0.039606365,-0.95055275
PN_23A56ML42XYH6V5EPK3O2CTPU57EEFHS,4,0.106444792,0.425779167
PN_LS3UGSHOCVJ5BRSI7BEUATKZDIWYP6C7,6,-0.387852072,-2.327112434
PN_6HOZFUKTV6OB5XDFUUGQHRQHM6AS4TDO,6,0.224386926,1.346321557
PN_LOEYWWFBQD6GTTTKKLXGSNEJTXODIYTC,4,-0.406182938,-1.624731753
PN_HOBSR66FEBK2WFGOE6FARTGJ7HXTO2QO,8,0.169205743,1.353645943
PN_K73NKGWOIB2WMOX3ERXURDGV46ISLSRR,2,0.184086153,0.368172306
PN_4GAT6YOPYI4WTWO7RU3N4IB53J3YGPZF,6,0.417679043,2.50607426
PN_TITB42S2OKHYDEL7TB3QXLB4MY64HANX,9,0.74708705,6.723783447
PN_DW6CMDQNG6SE27D7VIBHZYLOIKPPPAY3,12,0.05847845,0.701741401
PN_IPMNQWX7RMQUQIAAJFLW4D54MBWHGM7T,9,0.290719321,2.616473892
PN_BGDF3B4DEEPI64A4HWQHZ3TLG3QQTDDT,3,0.095978905,0.287936716
PN_S3WOGGVQEJYPY7DP6KKIDJX2MBPJQHXN,4,0.416408853,1.66563541
PN_NKOB3HCJXAOAWSTHG6SXWTJR3CURSDL2,2,-0.146338174,-0.292676349
PN_AO6GNPK4FXUN3XHUFTSRGRMQDJI6C4AS,5,-0.008941809,-0.044709043
PN_5BV742OEY4WPATKWF26BH2ZPOXY7ZG4J,4,1.647300113,6.589200452
PN_OIPTQ6HB7HE262G5TQWBK5A55DG7OCAE,4,-0.630444947,-2.521779787
PN_7JWN6IKQ66RPAQOYAVWMI3OYAP4LVZTV,4,-0.06582879,-0.263315159
PN_ZLJATUE2JNTWNF4F6OWVQZOLMUF6WW4K,4,0.12034398,0.48137592
PN_XGOFI4NBHSGHPUWZ6Y4UIVMHHFNT7IFK,6,-0.021621779,-0.129730673
PN_UUCRVLWKALRK77BYBF25CL4FNUPQGREM,12,-0.848142974,-10.17771568
PN_HNHWZ6VQFE7EOOND6IOZHZIIXOR7JW7M,8,0.025042797,0.200342377
PN_ZI5JINBZYG52YNL45PEYX4DXJ2I6UPFD,4,0.278783022,1.115132086
PN_EV74AANOXPH7ZSMVREL7NGVI7NX6JP63,3,0.050175613,0.150526839
PN_TLSBJRXMW43EH5ZW2MGUDOYDO5E3M6KB,8,0.043274477,0.346195818
PN_BDGMLWXQGJX6HD545DHHM3U3AYHXN3TX,16,-0.313049993,-5.008799886
PN_WJIYCI56D5LUYJTL7TTAPZBMNXFM2RCE,4,1.091933622,4.367734487
PN_3I2EFZHNJQXJXGMSKNON5LTDAHFV26OK,4,0.40063884,1.602555359
PN_W7YUP7NXGVXUJXXHW4D4PFXNHPY43LME,2,0.633478688,1.266957377
PN_EV77O45JA6R3LCLGGTGX6WWCWHJ3TMBY,4,-0.020589037,-0.082356147
PN_UHASWIG6MEMA7NRS3VM5LPGGYFMJENGV,4,1.455362335,5.82144934
PN_PJGOAETPUZ7726YKURTQBUJ2PFXJHFMJ,4,0.183774475,0.7350979
PN_AWDTDZYTAOPX433XWBQKEMWBTAC47ZAK,29,-0.041916554,-1.215580064
PN_IYDDKWUZEJG2W35XLV4KFHY4MZJXS3DS,3,1.172952548,3.518857644
PN_TIZPZROJUUQT7LBHZRBVVFSWDVTKGEOR,6,0.380362277,2.28217366
PN_THFNV6MO52OEN2FKUFGO2B2QAL2SSZ3J,2,0.261499662,0.522999323
PN_LCVJY7E67A562SBPKWBCSSYROYIZBOFD,4,-0.099333345,-0.39733338
PN_SXIUDV6ODNWFOW5JJ6EDM6KTESEOIAPM,4,-0.226772993,-0.907091972
PN_PJMQWPZKDV4LX4EKWO57D7UMABRHI2PR,4,0.380831522,1.523326088
PN_SLXIJK6FEEGFDG3B6VO44LJA63ENAJ7U,4,0.383169298,1.532677193
PN_VQ2EXW24ULBZLKRT34UD6HT4MUQSEWIY,5,2.831124458,14.15562229
PN_ZQYYVLNK7NNK5VQEI63T2SERNASZEDBM,2,0.474582585,0.949165171
PN_ROHJBBVHR2CMNS6GMRQ4UWW2HTQT3PBU,12,-0.302428243,-3.629138917
PN_234N6RFURRHKMT7Q4GKZZAWVMI5ZDGSP,2,-0.319991787,-0.639983574
PN_KYDIWYGUJAPZGO73IZT63PEW6PVM3ZZ3,10,-0.188409806,-1.884098062
PN_5K4Z7O23JJF3IGFZULN5B6BM35BGYXIC,2,0.638992316,1.277984632
PN_COFISJDI56O2JLMHW3OUSKWR3YEEXG3R,3,0.489593873,1.468781618
PN_K4SK6U54WVTX36CJDESRVIGGTNOOM5GX,4,0.051924425,0.2076977
PN_BBVEIN4YD5WDLA53GBCXZEOMBUJACNJK,4,0.453454496,1.813817983
PN_MMA5ENNPI66ETHFPPMD3RVEO6QJRMMWW,3,-8.57509368,-25.72528104
PN_QBB24LCNZSPQN3VUPIXA3SXBGAZV3FWQ,4,0.67302013,2.692080519
PN_IWHNXLIVY4S5KSI7AVY5S2SKZ24MPFN2,4,1.037203962,4.148815849
PN_AKH6IALQKWTKY3YBIP33L2MAOLSLMFJ7,4,0.883709668,3.534838671
PN_QZGOFJMPDGDQYKZ3GFWU66SAFBQQQH6P,6,-0.29423514,-1.765410837
PN_W6QITMC2T7Y4CWDDP3DD5S7V2C5G2AVZ,10,-0.392507445,-3.925074452
PN_XOMDGATWS2MCHXB4MGNDICEQX7ZKTSJX,2,-0.482294144,-0.964588289
PN_NLFEOYRL264L5U4UERQULUBXKB43IYR3,4,-0.052220735,-0.208882938
PN_Y5EPHD3LKKKDQRODN4KWIFGEV3MJNYCE,2,-0.092727888,-0.185455776
PN_VZST7Y6XW5PRV5JS3H2V5X3CVL6BX5E3,2,-0.28068455,-0.561369101
PN_VSPNT33VLRDKSB7PEF2NGYPOMPUXTBW6,3,0.148430716,0.445292147
PN_WWKPPL6Y5GU4QUKS3YHY5E6WRJDU7WJI,6,0.695349215,4.17209529
PN_OVUJPGNXX6PCEGUGBNC22XFKEBYYW3XK,8,0.203167294,1.625338351
PN_LIKMI5OGJDIPNGTDVVQK4FKDE65UKB3U,2,0.326170963,0.652341926
PN_VGQUDLHWEP2FN3UAQM3ORWHF6T2FLBXF,4,0.046296595,0.18518638
PN_EIAI77YAK4K5EYEC36W3OC6OE5JUKX47,4,0.280716863,1.122867452
PN_QLQTFD6K77MHXUWICHLXFAXO4DTIEQ4I,9,-0.049631871,-0.446686841
PN_E35JQJ5GN7PZYAYWWF62DMXSSXN6Y4FG,2,-0.933677983,-1.867355965
PN_GRXOGC7OF4XOZ6UVTI7SSM74WPJBQQV3,4,0.13711214,0.54844856
PN_DEJ7UJYRC2OWLCYNPTFOIHCK4RCNYZRA,5,0.332299456,1.661497282
PN_SWZZNWCPEPUSEO6JGD5K6OXSS5OESPBZ,6,-0.370453809,-2.222722854
PN_FSQXEMNAP4D5XWSCC7I6MHUPFVYEVEVA,6,-0.02358561,-0.141513659
PN_GNHJDFWTUIX7C3PNAOO6COBK46Y2FZJV,4,-0.212152788,-0.848611152
PN_TSHXASNOSWQJOGC7GND7C7SZDBLR4YS7,4,-0.272389261,-1.089557042
PN_5PRKJAARQJKDXR2FH477OZOTJZISSHGX,2,-0.124021319,-0.248042638
PN_G6QCLY26GWDGDSE2DB5LOU237CC3P6SZ,8,0.002247462,0.017979694
PN_DKMIEOVK7ZS2MG7B4Z62A7QNSUZL5ELB,8,-0.122470992,-0.979767933
PN_TEWTY3PVZ6ZKQ2AWTMDLIZZADFNPBMZ2,4,-0.041091013,-0.164364051
PN_YG336PRNQMPOG4K65YCKDR75ZBSRFB6R,5,0.478043834,2.390219168
PN_VYB7CPOZGRTRBSSPRKGHL2BRUP5EMSA2,2,0.461522018,0.923044036
PN_Y3BNYUPC3MKNS6PRSFNUZAMFJEERPKTT,6,-0.087444971,-0.524669825
PN_5CZWG27LD3IILZ2GBWNGJTRF2HCNVFPD,20,0.082852656,1.657053115
PN_3GG4EL5QJD6THAOD2FBOLQ37SQREKTRP,6,0.322184924,1.933109547
PN_2DITEHJWLRX3LPXZ2NF5GME2FXCQEODL,6,-0.466651693,-2.799910159
PN_LSPQIAAYZY5DBCB62AJPRHOJGJBEAAE7,8,0.653771593,5.230172747
PN_BF6KRFBWC37P552XNQYIOOCGEJAENZ2Q,4,0.004967538,0.019870153
PN_A6Z3CPHOIVVGPW2WWLE22BTOP6EOGJMU,2,-0.297990342,-0.595980683
